row_id,session_id,experiment_id,pipeline_id,source_group,trial_idx,sweep_id,msg_len_bytes,network_delay_ms,packet_loss_pct,cpu_stress_level,N_RAW,P_NOISE,QBER_MAX,SAMPLE_FRAC,LINDBLAD_STEPS,LINDBLAD_TAU,LINDBLAD_GAMMA,success,abort,abort_reason,sender_success,receiver_success,sender_abort_reason,receiver_abort_reason,wall_clock_total_ns,synthetic_network_delay_ns,effective_total_ns,throughput_bytes_per_sec,throughput_bits_per_sec,qber,emulation_packet_drop_probability,emulation_drop_triggered,sender_stdout,sender_stderr,receiver_log_path,sender_log_path,sender_timings_ns__auth_keygen_ns,sender_timings_ns__kem_encap_ns,sender_timings_ns__auth_sign_ns,sender_timings_ns__encrypt_ns,sender_timings_ns__total_ns,receiver_timings_ns__kem_keypair_ns,receiver_timings_ns__kem_decap_ns,receiver_timings_ns__auth_verify_ns,receiver_timings_ns__decrypt_ns,receiver_timings_ns__total_ns,sweep_family,sender_timings_ns__lindblad_ns,receiver_timings_ns__lindblad_ns,sender_timings_ns__qkd_transport_decrypt_ns,receiver_timings_ns__qkd_ns,receiver_timings_ns__qkd_transport_encrypt_ns,effective_total_ms,wall_clock_total_ms,condition_group_id,split,abort_label,qkd_headroom,qkd_noise_ratio,qkd_raw_cost_log2,qkd_risk_proxy,lindblad_on,lindblad_intensity,network_stress,payload_pressure_log2,system_stress,is_qkd_pipeline,is_lindblad_pipeline,simulated_abort_label,stress_source
00da3468b94c822564d2c4723f731195fa86cdfcdff0da65e2cbe8a0510f64be,P4_HYBRID_QKD_LINDBLAD-a479bb96b2157f3c-t0-c299dcda,a479bb96b2157f3c,P4_HYBRID_QKD_LINDBLAD,main_pipeline,0,focused,1024,90.0,2.0,2,1024,0.0,0.07200000000000001,0.1,0,0.01,0.15,True,False,,True,True,,,1601895354,420000000,2021895354,506.4554888927253,4051.6439111418026,0.0,0.06793465209301,False,"{""role"": ""sender"", ""pipeline_id"": ""P4_HYBRID_QKD_LINDBLAD"", ""success"": true, ""abort"": false, ""abort_reason"": null, ""log_path"": ""/content/drive/MyDrive/Test_results/logs/bench_sender_P4_HYBRID_QKD_LINDBLAD-a479bb96b2157f3c-t0-c299dcda.json""}
",,/content/drive/MyDrive/Test_results/logs/bench_receiver_P4_HYBRID_QKD_LINDBLAD-a479bb96b2157f3c-t0-c299dcda.json,/content/drive/MyDrive/Test_results/logs/bench_sender_P4_HYBRID_QKD_LINDBLAD-a479bb96b2157f3c-t0-c299dcda.json,,380550.0,35171.0,66669.0,209487344.0,195474.0,201101.0,52225.0,81230.0,1123865818.0,core_comparison,11786052.0,414910.0,2620825.0,13736701.0,1679845.0,2021.895354,1601.895354,cc78c77996ddf9b1,test,0,0.07200000000000001,0.0,10.0,0.0,0,0.0,130.0,10.0,4.0,1,1,1,synthetic
00da3468b94c822564d2c4723f731195fa86cdfcdff0da65e2cbe8a0510f64be,P4_HYBRID_QKD_LINDBLAD-a479bb96b2157f3c-t0-c299dcda,a479bb96b2157f3c,P4_HYBRID_QKD_LINDBLAD,main_pipeline,0,focused,1024,120.0,4.0,3,1024,0.01,0.06,0.1,0,0.01,0.15,True,False,,True,True,,,1601895354,420000000,2021895354,506.4554888927253,4051.6439111418026,0.0,0.06793465209301,False,"{""role"": ""sender"", ""pipeline_id"": ""P4_HYBRID_QKD_LINDBLAD"", ""success"": true, ""abort"": false, ""abort_reason"": null, ""log_path"": ""/content/drive/MyDrive/Test_results/logs/bench_sender_P4_HYBRID_QKD_LINDBLAD-a479bb96b2157f3c-t0-c299dcda.json""}
",,/content/drive/MyDrive/Test_results/logs/bench_receiver_P4_HYBRID_QKD_LINDBLAD-a479bb96b2157f3c-t0-c299dcda.json,/content/drive/MyDrive/Test_results/logs/bench_sender_P4_HYBRID_QKD_LINDBLAD-a479bb96b2157f3c-t0-c299dcda.json,,380550.0,35171.0,66669.0,209487344.0,195474.0,201101.0,52225.0,81230.0,1123865818.0,core_comparison,11786052.0,414910.0,2620825.0,13736701.0,1679845.0,2021.895354,1601.895354,cc78c77996ddf9b1,test,0,0.049999999999999996,0.16666666666666669,10.0,0.1,0,0.0,200.0,10.0,7.0,1,1,1,synthetic
05eeb723e147e7ff0c8dcd8eb4419b25a9afe6a9ee8b1e10367b76dd17500c74,P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t2-8861ad3a,640281f174ecceab,P4_HYBRID_QKD_LINDBLAD,main_pipeline,2,focused,1024,30.0,1.0,1,4096,0.03,0.054,0.1,0,0.01,0.15,True,False,,True,True,,,1517497286,0,1517497286,674.7952760424245,5398.362208339396,0.0241545893719806,0.0,False,"{""role"": ""sender"", ""pipeline_id"": ""P4_HYBRID_QKD_LINDBLAD"", ""success"": true, ""abort"": false, ""abort_reason"": null, ""log_path"": ""/content/drive/MyDrive/Test_results/logs/bench_sender_P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t2-8861ad3a.json""}
",,/content/drive/MyDrive/Test_results/logs/bench_receiver_P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t2-8861ad3a.json,/content/drive/MyDrive/Test_results/logs/bench_sender_P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t2-8861ad3a.json,,265526.0,27083.0,54750.0,200414203.0,124395.0,182616.0,52793.0,68590.0,1168208413.0,qkd_sensitivity,9238058.0,429125.0,1351689.0,15299438.0,1080894.0,1517.497286,1517.497286,c18f06d8698d4785,test,0,0.024,0.5555555555555556,12.0,0.36,0,0.0,50.0,10.0,2.0,1,1,1,synthetic
05eeb723e147e7ff0c8dcd8eb4419b25a9afe6a9ee8b1e10367b76dd17500c74,P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t2-8861ad3a,640281f174ecceab,P4_HYBRID_QKD_LINDBLAD,main_pipeline,2,focused,1024,60.0,3.0,2,4096,0.05,0.045,0.1,0,0.01,0.15,True,False,,True,True,,,1517497286,0,1517497286,674.7952760424245,5398.362208339396,0.0241545893719806,0.0,False,"{""role"": ""sender"", ""pipeline_id"": ""P4_HYBRID_QKD_LINDBLAD"", ""success"": true, ""abort"": false, ""abort_reason"": null, ""log_path"": ""/content/drive/MyDrive/Test_results/logs/bench_sender_P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t2-8861ad3a.json""}
",,/content/drive/MyDrive/Test_results/logs/bench_receiver_P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t2-8861ad3a.json,/content/drive/MyDrive/Test_results/logs/bench_sender_P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t2-8861ad3a.json,,265526.0,27083.0,54750.0,200414203.0,124395.0,182616.0,52793.0,68590.0,1168208413.0,qkd_sensitivity,9238058.0,429125.0,1351689.0,15299438.0,1080894.0,1517.497286,1517.497286,c18f06d8698d4785,test,0,-0.0050000000000000044,1.1111111111111112,12.0,0.6000000000000001,0,0.0,120.0,10.0,5.0,1,1,1,synthetic
084d4b6a1b467f00fe6042d7e7fc1722722f0707ce8f923c14712703846f814d,P3_HYBRID_QKD-9daa2e80a7c1f0ed-t1-bcfa9f11,9daa2e80a7c1f0ed,P3_HYBRID_QKD,main_pipeline,1,focused,1024,90.0,1.0,2,1024,0.0,0.07200000000000001,0.1,0,0.01,0.15,True,False,,True,True,,,2019821772,420000000,2439821772,419.7027880280757,3357.622304224605,0.0,0.0,False,"{""role"": ""sender"", ""pipeline_id"": ""P3_HYBRID_QKD"", ""success"": true, ""abort"": false, ""abort_reason"": null, ""log_path"": ""/content/drive/MyDrive/Test_results/logs/bench_sender_P3_HYBRID_QKD-9daa2e80a7c1f0ed-t1-bcfa9f11.json""}
",,/content/drive/MyDrive/Test_results/logs/bench_receiver_P3_HYBRID_QKD-9daa2e80a7c1f0ed-t1-bcfa9f11.json,/content/drive/MyDrive/Test_results/logs/bench_sender_P3_HYBRID_QKD-9daa2e80a7c1f0ed-t1-bcfa9f11.json,,354001.0,36985.0,57473.0,263657073.0,169203.0,193115.0,44328.0,91153.0,1532106427.0,core_comparison,,,1575530.0,25557737.0,5706215.0,2439.821772,2019.821772,1483df6d73980ab4,test,0,0.07200000000000001,0.0,10.0,0.0,0,0.0,110.0,10.0,3.0,1,0,1,synthetic
084d4b6a1b467f00fe6042d7e7fc1722722f0707ce8f923c14712703846f814d,P3_HYBRID_QKD-9daa2e80a7c1f0ed-t1-bcfa9f11,9daa2e80a7c1f0ed,P3_HYBRID_QKD,main_pipeline,1,focused,1024,120.0,3.0,3,1024,0.01,0.06,0.1,0,0.01,0.15,True,False,,True,True,,,2019821772,420000000,2439821772,419.7027880280757,3357.622304224605,0.0,0.0,False,"{""role"": ""sender"", ""pipeline_id"": ""P3_HYBRID_QKD"", ""success"": true, ""abort"": false, ""abort_reason"": null, ""log_path"": ""/content/drive/MyDrive/Test_results/logs/bench_sender_P3_HYBRID_QKD-9daa2e80a7c1f0ed-t1-bcfa9f11.json""}
",,/content/drive/MyDrive/Test_results/logs/bench_receiver_P3_HYBRID_QKD-9daa2e80a7c1f0ed-t1-bcfa9f11.json,/content/drive/MyDrive/Test_results/logs/bench_sender_P3_HYBRID_QKD-9daa2e80a7c1f0ed-t1-bcfa9f11.json,,354001.0,36985.0,57473.0,263657073.0,169203.0,193115.0,44328.0,91153.0,1532106427.0,core_comparison,,,1575530.0,25557737.0,5706215.0,2439.821772,2019.821772,1483df6d73980ab4,test,0,0.049999999999999996,0.16666666666666669,10.0,0.1,0,0.0,180.0,10.0,6.0,1,0,1,synthetic
0c41ba4288e220889a22fb3ee7b5725f26c485a47a2fc5e6370a249f4d5243b4,P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t0-925f98bd,640281f174ecceab,P4_HYBRID_QKD_LINDBLAD,main_pipeline,0,focused,1024,30.0,1.0,1,4096,0.03,0.054,0.1,0,0.01,0.15,True,False,,True,True,,,1490163397,0,1490163397,687.1729651000145,5497.383720800116,0.0303030303030303,0.0,False,"{""role"": ""sender"", ""pipeline_id"": ""P4_HYBRID_QKD_LINDBLAD"", ""success"": true, ""abort"": false, ""abort_reason"": null, ""log_path"": ""/content/drive/MyDrive/Test_results/logs/bench_sender_P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t0-925f98bd.json""}
",,/content/drive/MyDrive/Test_results/logs/bench_receiver_P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t0-925f98bd.json,/content/drive/MyDrive/Test_results/logs/bench_sender_P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t0-925f98bd.json,,284734.0,34012.0,60824.0,207046374.0,119886.0,178428.0,40154.0,65664.0,1202630983.0,qkd_sensitivity,11700024.0,404841.0,1637157.0,19538319.0,1592530.0,1490.163397,1490.163397,c18f06d8698d4785,test,0,0.024,0.5555555555555556,12.0,0.36,0,0.0,50.0,10.0,2.0,1,1,1,synthetic
0c41ba4288e220889a22fb3ee7b5725f26c485a47a2fc5e6370a249f4d5243b4,P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t0-925f98bd,640281f174ecceab,P4_HYBRID_QKD_LINDBLAD,main_pipeline,0,focused,1024,60.0,3.0,2,4096,0.05,0.045,0.1,0,0.01,0.15,True,False,,True,True,,,1490163397,0,1490163397,687.1729651000145,5497.383720800116,0.0303030303030303,0.0,False,"{""role"": ""sender"", ""pipeline_id"": ""P4_HYBRID_QKD_LINDBLAD"", ""success"": true, ""abort"": false, ""abort_reason"": null, ""log_path"": ""/content/drive/MyDrive/Test_results/logs/bench_sender_P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t0-925f98bd.json""}
",,/content/drive/MyDrive/Test_results/logs/bench_receiver_P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t0-925f98bd.json,/content/drive/MyDrive/Test_results/logs/bench_sender_P4_HYBRID_QKD_LINDBLAD-640281f174ecceab-t0-925f98bd.json,,284734.0,34012.0,60824.0,207046374.0,119886.0,178428.0,40154.0,65664.0,1202630983.0,qkd_sensitivity,11700024.0,404841.0,1637157.0,19538319.0,1592530.0,1490.163397,1490.163397,c18f06d8698d4785,test,0,-0.0050000000000000044,1.1111111111111112,12.0,0.6000000000000001,0,0.0,120.0,10.0,5.0,1,1,1,synthetic
0e9cfde40159f768586334d7355fef551eeb292984284baf97d7943100c1bd0b,P1_PQC_MLDSA-d78130e5bf7d446f-t2-a81176eb,d78130e5bf7d446f,P1_PQC_MLDSA,main_pipeline,2,focused,1024,90.0,1.0,2,1024,0.0,0.07200000000000001,0.1,0,0.01,0.15,True,False,,True,True,,,1605944940,420000000,2025944940,505.4431538499758,4043.545230799806,,0.0,False,"{""role"": ""sender"", ""pipeline_id"": ""P1_PQC_MLDSA"", ""success"": true, ""abort"": false, ""abort_reason"": null, ""log_path"": ""/content/drive/MyDrive/Test_results/logs/bench_sender_P1_PQC_MLDSA-d78130e5bf7d446f-t2-a81176eb.json""}
",,/content/drive/MyDrive/Test_results/logs/bench_receiver_P1_PQC_MLDSA-d78130e5bf7d446f-t2-a81176eb.json,/content/drive/MyDrive/Test_results/logs/bench_sender_P1_PQC_MLDSA-d78130e5bf7d446f-t2-a81176eb.json,499428.0,182109.0,3160386.0,1905510.0,190506762.0,196528.0,188197.0,370094.0,1709007.0,1254277816.0,core_comparison,,,,,,2025.94494,1605.94494,1483df6d73980ab4,test,0,0.07200000000000001,0.0,10.0,0.0,0,0.0,110.0,10.0,3.0,0,0,1,synthetic
0e9cfde40159f768586334d7355fef551eeb292984284baf97d7943100c1bd0b,P1_PQC_MLDSA-d78130e5bf7d446f-t2-a81176eb,d78130e5bf7d446f,P1_PQC_MLDSA,main_pipeline,2,focused,1024,120.0,3.0,3,1024,0.01,0.06,0.1,0,0.01,0.15,True,False,,True,True,,,1605944940,420000000,2025944940,505.4431538499758,4043.545230799806,,0.0,False,"{""role"": ""sender"", ""pipeline_id"": ""P1_PQC_MLDSA"", ""success"": true, ""abort"": false, ""abort_reason"": null, ""log_path"": ""/content/drive/MyDrive/Test_results/logs/bench_sender_P1_PQC_MLDSA-d78130e5bf7d446f-t2-a81176eb.json""}
",,/content/drive/MyDrive/Test_results/logs/bench_receiver_P1_PQC_MLDSA-d78130e5bf7d446f-t2-a81176eb.json,/content/drive/MyDrive/Test_results/logs/bench_sender_P1_PQC_MLDSA-d78130e5bf7d446f-t2-a81176eb.json,499428.0,182109.0,3160386.0,1905510.0,190506762.0,196528.0,188197.0,370094.0,1709007.0,1254277816.0,core_comparison,,,,,,2025.94494,1605.94494,1483df6d73980ab4,test,0,0.049999999999999996,0.16666666666666669,10.0,0.1,0,0.0,180.0,10.0,6.0,0,0,1,synthetic
